Gallery order,Raw file,Optimized file,Alt text
1,IMG_6688.jpg,01-living-room-lake-view.webp,"Living room with panoramic Lake Tahoe view through floor-to-ceiling windows"
2,IMG_6713.jpg,02-great-room-fireplace-dining.webp,"Wood-paneled great room with brick wood-burning fireplace and dining area"
3,IMG_6761.jpg,03-primary-bedroom-lakefront-deck.webp,"Primary bedroom opening to a private lakefront deck and water views"
4,IMG_6723.jpg,04-open-living-dining-kitchen.webp,"Open-concept living and dining area with fireplace and lake-view kitchen"
5,IMG_6670.jpg,05-lower-level-great-room.webp,"Spacious lower-level great room staged as living, sleeping and dining space"
6,IMG_6678.jpg,06-second-living-lake-view.webp,"Lake view framed by sliding glass doors from the second living area"
7,IMG_6740.jpg,07-kitchen-hickory-granite.webp,"Full kitchen with hickory cabinetry, granite counters and double oven"
8,IMG_6747.jpg,08-kitchen-detail-granite.webp,"Kitchen detail with granite counters, microwave and ample storage"
9,IMG_6776.jpg,09-primary-suite-pine-bed.webp,"Primary suite with pine four-poster bed and ensuite bath"
10,IMG_6791.jpg,10-guest-bedroom-queen.webp,"Guest bedroom with queen bed, mounted TV and forest artwork"
11,IMG_6700.jpg,11-kitchenette-vintage-charm.webp,"Kitchenette with vintage charm and compact appliances"
12,IMG_6707.jpg,12-in-unit-laundry.webp,"In-unit laundry closet with washer, dryer, and storage shelf"
13,IMG_6783.jpg,13-full-bath-granite-shower.webp,"Full bath with granite vanity and walk-in shower"
14,IMG_6695.jpg,14-guest-bath-gold-shower.webp,"Guest bathroom with gold-framed shower and marble vanity"
15,IMG_6756.jpg,15-powder-room-tahoe-prints.webp,"Powder room with framed vintage Lake Tahoe prints"
16,IMG_6732.jpg,16-dining-kitchen-tiled-entry.webp,"Dining area open to kitchen and tiled entry foyer"
17,DJI_20260610184350_0265_D-HDR.jpg,17-aerial-private-beach-community.webp,"Aerial view of Chateau Chamonix lakefront community with private beach, pier and kayak storage",2047,1365,added aerial/interior set
18,DJI_20260610184406_0268_D-HDR.jpg,18-wide-aerial-tahoe-vista-shoreline.webp,Wide aerial view of the Tahoe Vista shoreline and clear blue Lake Tahoe water,2047,1365,added aerial/interior set
19,DJI_20260610184422_0271_D-HDR.jpg,19-aerial-north-lake-tahoe-waterfront.webp,Aerial view of the North Lake Tahoe waterfront community and surrounding forest,2048,1365,added aerial/interior set
20,DJI_20260610184435_0274_D-HDR.jpg,20-aerial-private-beach-and-pier.webp,"Aerial view of the private beach, pier, paddleboarder and Chateau Chamonix shoreline",2048,1365,added aerial/interior set
21,DJI_20260610184517_0278_D-HDR.jpg,21-wide-bay-docks-and-clear-water.webp,"Wide aerial view of Lake Tahoe bay, pier access, boat moorings and the lakefront community",2048,1365,added aerial/interior set
22,DJI_20260610184603_0282_D-HDR.jpg,22-sunset-aerial-tahoe-vista-waterfront.webp,Sunlit aerial view across Lake Tahoe toward the Tahoe Vista waterfront and forested hills,2047,1365,added aerial/interior set
23,DJI_20260610185419_0298_D.jpg,23-close-aerial-condo-lawn-and-kayaks.webp,"Close aerial view of the lakefront condo building, shoreline lawn and colorful kayak storage",2048,1365,added aerial/interior set
24,DJI_20260610185429_0301_D-HDR.jpg,24-close-aerial-beach-kayaks-and-lawn.webp,"Close aerial view of private beach, clear water, shoreline lawn and kayak storage",2048,1365,added aerial/interior set
25,DJI_20260611101905_0324_D.jpg,25-boat-on-clear-lake-tahoe-water.webp,Boat floating on clear Lake Tahoe water near the Tahoe Vista shoreline,2048,1536,added aerial/interior set
26,DJI_20260611101932_0326_D.jpg,26-lake-tahoe-boat-and-waterfront.webp,Boat on turquoise Lake Tahoe water with the lakefront community in the background,2048,1365,added aerial/interior set
